0.000000000000000000e+00	-0.000000000000000000e+00
1.371118012422360480e+05	4.472049689440994553e+04
1.321428571428571595e+05	4.720496894409938250e+04
1.285714285714285652e+05	4.981366459627330187e+04
1.243788819875776535e+05	5.341614906832298584e+04
1.189440993788819906e+05	5.540372670807454415e+04
1.125776397515527933e+05	5.627329192546584818e+04
1.065217391304347839e+05	5.726708074534162733e+04
1.020186335403726698e+05	5.913043478260870324e+04
9.409937888198759174e+04	6.273291925465840177e+04
9.192546583850932075e+04	6.633540372670808574e+04
8.881987577639751544e+04	7.242236024844722124e+04
8.586956521739131131e+04	7.552795031055902655e+04
8.369565217391305487e+04	7.962732919254660374e+04
